Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)						
8	20	2	1024	12.5
8	20	4	8	12.5
8	20	4	16	5
8	20	4	32	37.5
8	20	4	64	43.75
8	20	4	128	75
8	20	4	256	12.5
8	20	4	512	70
8	20	4	1024	55
8	20	8	8	31.25
8	20	8	16	12.5
8	20	8	32	56.25
8	20	8	64	91.25
8	20	8	128	12.5
8	20	8	256	12.5
8	20	8	512	91.25
8	20	8	1024	100
8	20	16	8	32.5
8	20	16	16	12.5
8	20	16	32	85
8	20	16	64	100
8	20	16	128	12.5
8	20	16	256	90
8	20	16	512	100
8	20	16	1024	95
8	20	32	8	33.75
8	20	32	16	57.5
8	20	32	32	100
8	20	32	64	100
8	20	32	128	100
8	20	32	256	98.75
8	20	32	512	98.75
8	20	32	1024	97.5
8	20	64	8	35
8	20	64	16	12.5
8	20	64	32	100
8	20	64	64	100
8	20	64	128	100
8	20	64	256	12.5
8	20	64	512	100
8	20	64	1024	12.5
8	25	2	8	16.25
8	25	2	16	12.5
8	25	2	32	23.75
8	25	2	64	12.5
8	25	2	128	12.5
8	25	2	256	30
8	25	2	512	12.5
8	25	2	1024	12.5
8	25	4	8	23.75
8	25	4	16	18.75
8	25	4	32	25
8	25	4	64	62.5
8	25	4	128	51.25
8	25	4	256	73.75
8	25	4	512	27.5
8	25	4	1024	66.25
8	25	8	8	21.25
8	25	8	16	31.25
8	25	8	32	87.5
8	25	8	64	12.5
8	25	8	128	12.5
8	25	8	256	100
8	25	8	512	28.75
8	25	8	1024	98.75
8	25	16	8	30
8	25	16	16	43.75
8	25	16	32	96.25
8	25	16	64	100
8	25	16	128	100
8	25	16	256	100
8	25	16	512	100
8	25	16	1024	100
8	25	32	8	25
8	25	32	16	65
8	25	32	32	82.5
8	25	32	64	12.5
8	25	32	128	100
8	25	32	256	12.5
8	25	32	512	100
8	25	32	1024	100
8	25	64	8	26.25
8	25	64	16	12.5
8	25	64	32	100
8	25	64	64	100
8	25	64	128	100
8	25	64	256	100
8	25	64	512	100
8	25	64	1024	100
8	30	2	8	15
8	30	2	16	12.5
8	30	2	32	38.75
8	30	2	64	32.5
8	30	2	128	25
8	30	2	256	43.75
8	30	2	512	25
8	30	2	1024	36.25
8	30	4	8	25
8	30	4	16	25
8	30	4	32	80
8	30	4	64	62.5
8	30	4	128	86.25
8	30	4	256	77.5
8	30	4	512	72.5
8	30	4	1024	12.5
8	30	8	8	36.25
8	30	8	16	35
8	30	8	32	100
8	30	8	64	85
8	30	8	128	100
8	30	8	256	100
8	30	8	512	12.5
8	30	8	1024	100
8	30	16	8	40
8	30	16	16	43.75
8	30	16	32	95
8	30	16	64	12.5
8	30	16	128	100
8	30	16	256	98.75
8	30	16	512	98.75
8	30	16	1024	12.5
8	30	32	8	12.5
8	30	32	16	83.75
8	30	32	32	12.5
8	30	32	64	100
8	30	32	128	100
8	30	32	256	100
8	30	32	512	100
8	30	32	1024	100
8	30	64	8	27.5
8	30	64	16	55
8	30	64	32	100
8	30	64	64	100
8	30	64	128	100
8	30	64	256	100
8	30	64	512	100
8	30	64	1024	12.5
8	35	2	8	12.5
8	35	2	16	12.5
8	35	2	32	12.5
8	35	2	64	55
8	35	2	128	25
8	35	2	256	26.25
8	35	2	512	12.5
8	35	2	1024	48.75
8	35	4	8	35
8	35	4	16	32.5
8	35	4	32	72.5
8	35	4	64	12.5
8	35	4	128	97.5
8	35	4	256	78.75
8	35	4	512	98.75
8	35	4	1024	12.5
8	35	8	8	13.75
8	35	8	16	37.5
8	35	8	32	100
8	35	8	64	100
8	35	8	128	98.75
8	35	8	256	91.25
8	35	8	512	100
8	35	8	1024	100
8	35	16	8	36.25
8	35	16	16	52.5
8	35	16	32	100
8	35	16	64	100
8	35	16	128	100
8	35	16	256	100
8	35	16	512	100
8	35	16	1024	100
8	35	32	8	45
8	35	32	16	83.75
8	35	32	32	100
8	35	32	64	12.5
8	35	32	128	12.5
8	35	32	256	100
8	35	32	512	100
8	35	32	1024	100
8	35	64	8	12.5
8	35	64	16	67.5
8	35	64	32	100
8	35	64	64	100
8	35	64	128	100
8	35	64	256	12.5
8	35	64	512	100
8	35	64	1024	100
8	40	2	8	12.5
8	40	2	16	37.5
8	40	2	32	41.25
8	40	2	64	46.25
8	40	2	128	47.5
8	40	2	256	56.25
8	40	2	512	12.5
8	40	2	1024	56.25
8	40	4	8	31.25
8	40	4	16	22.5
8	40	4	32	92.5
8	40	4	64	87.5
8	40	4	128	12.5
8	40	4	256	95
8	40	4	512	61.25
8	40	4	1024	75
8	40	8	8	12.5
8	40	8	16	46.25
8	40	8	32	98.75
8	40	8	64	58.75
8	40	8	128	98.75
8	40	8	256	98.75
8	40	8	512	100
8	40	8	1024	12.5
8	40	16	8	51.25
8	40	16	16	96.25
8	40	16	32	100
8	40	16	64	100
8	40	16	128	100
8	40	16	256	100
8	40	16	512	100
8	40	16	1024	100
8	40	32	8	47.5
8	40	32	16	88.75
8	40	32	32	98.75
8	40	32	64	100
8	40	32	128	100
8	40	32	256	100
8	40	32	512	100
8	40	32	1024	100
8	40	64	8	47.5
8	40	64	16	87.5
8	40	64	32	100
8	40	64	64	100
8	40	64	128	100
8	40	64	256	100
8	40	64	512	100
8	40	64	1024	100
8	50	2	8	12.5
8	50	2	16	27.5
8	50	2	32	30
8	50	2	64	58.75
8	50	2	128	12.5
8	50	2	256	67.5
8	50	2	512	25
8	50	2	1024	73.75
8	50	4	8	12.5
8	50	4	16	12.5
8	50	4	32	83.75
8	50	4	64	92.5
8	50	4	128	76.25
8	50	4	256	12.5
8	50	4	512	93.75
8	50	4	1024	88.75
8	50	8	8	12.5
8	50	8	16	12.5
8	50	8	32	100
8	50	8	64	100
8	50	8	128	12.5
8	50	8	256	100
8	50	8	512	100
8	50	8	1024	100
8	50	16	8	47.5
8	50	16	16	73.75
8	50	16	32	100
8	50	16	64	100
8	50	16	128	12.5
8	50	16	256	100
8	50	16	512	100
8	50	16	1024	100
8	50	32	8	46.25
8	50	32	16	85
8	50	32	32	100
8	50	32	64	12.5
8	50	32	128	12.5
8	50	32	256	100
8	50	32	512	100
8	50	32	1024	100
8	50	64	8	46.25
8	50	64	16	85
8	50	64	32	100
8	50	64	64	12.5
8	50	64	128	100
8	50	64	256	12.5
8	50	64	512	100
8	50	64	1024	12.5
8	60	2	8	12.5
8	60	2	16	35
8	60	2	32	48.75
8	60	2	64	25
8	60	2	128	51.25
8	60	2	256	27.5
8	60	2	512	31.25
8	60	2	1024	27.5
8	60	4	8	26.25
8	60	4	16	35
8	60	4	32	100
8	60	4	64	12.5
8	60	4	128	12.5
8	60	4	256	12.5
8	60	4	512	100
8	60	4	1024	91.25
8	60	8	8	33.75
8	60	8	16	82.5
8	60	8	32	12.5
8	60	8	64	100
8	60	8	128	12.5
8	60	8	256	100
8	60	8	512	100
8	60	8	1024	100
8	60	16	8	50
8	60	16	16	83.75
8	60	16	32	100
8	60	16	64	100
8	60	16	128	100
8	60	16	256	100
8	60	16	512	100
8	60	16	1024	100
8	60	32	8	50
8	60	32	16	88.75
8	60	32	32	100
8	60	32	64	100
8	60	32	128	100
8	60	32	256	100
8	60	32	512	100
8	60	32	1024	100
8	60	64	8	12.5
8	60	64	16	97.5
8	60	64	32	12.5
8	60	64	64	100
8	60	64	128	100
8	60	64	256	100
8	60	64	512	12.5
8	60	64	1024	100
8	100	2	8	47.5
8	100	2	16	12.5
8	100	2	32	12.5
8	100	2	64	12.5
8	100	2	128	76.25
8	100	2	256	96.25
8	100	2	512	88.75
8	100	2	1024	12.5
8	100	4	8	12.5
8	100	4	16	81.25
8	100	4	32	100
8	100	4	64	98.75
8	100	4	128	98.75
8	100	4	256	12.5
8	100	4	512	100
8	100	4	1024	100
8	100	8	8	55
8	100	8	16	12.5
8	100	8	32	100
8	100	8	64	100
8	100	8	128	12.5
8	100	8	256	12.5
8	100	8	512	100
8	100	8	1024	100
8	100	16	8	52.5
8	100	16	16	12.5
8	100	16	32	98.75
8	100	16	64	100
8	100	16	128	12.5
8	100	16	256	100
8	100	16	512	100
8	100	16	1024	100
8	100	32	8	52.5
8	100	32	16	86.25
8	100	32	32	100
8	100	32	64	100
8	100	32	128	100
8	100	32	256	100
8	100	32	512	100
8	100	32	1024	100
8	100	64	8	53.75
8	100	64	16	12.5
8	100	64	32	100
8	100	64	64	100
8	100	64	128	100
8	100	64	256	12.5
8	100	64	512	100
8	100	64	1024	12.5
Jumlah Batch Size	Jumlah Epoch	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)
16	5	2	8	12.5
16	5	2	16	27.5
16	5	2	32	12.5
16	5	2	64	28.75
16	5	2	128	15
16	5	2	256	12.5
16	5	2	512	12.5
16	5	2	1024	12.5
16	5	4	8	1.25
16	5	4	16	12.5
16	5	4	32	3.75
16	5	4	64	12.5
16	5	4	128	21.25
16	5	4	256	25
16	5	4	512	12.5
16	5	4	1024	12.5
16	5	8	8	23.75
16	5	8	16	17.5
16	5	8	32	18.75
16	5	8	64	12.5
16	5	8	128	12.5
16	5	8	256	12.5
16	5	8	512	37.5
16	5	8	1024	23.75
16	5	16	8	12.5
16	5	16	16	40
16	5	16	32	35
16	5	16	64	12.5
16	5	16	128	48.75
16	5	16	256	37.5
16	5	16	512	50
16	5	16	1024	28.75
16	5	32	8	20
16	5	32	16	12.5
16	5	32	32	52.5
16	5	32	64	31.25
16	5	32	128	12.5
16	5	32	256	56.25
16	5	32	512	33.75
16	5	32	1024	12.5
16	5	64	8	25
16	5	64	16	23.75
16	5	64	32	58.75
16	5	64	64	31.25
16	5	64	128	73.75
16	5	64	256	61.25
16	5	64	512	83.75
16	5	64	1024	12.5
16	10	2	8	12.5
16	10	2	16	12.5
16	10	2	32	13.75
16	10	2	64	25
16	10	2	128	8.75
16	10	2	256	31.25
16	10	2	512	25
16	10	2	1024	16.25
16	10	4	8	21.25
16	10	4	16	12.5
16	10	4	32	12.5
16	10	4	64	25
16	10	4	128	22.5
16	10	4	256	12.5
16	10	4	512	35
16	10	4	1024	27.5
16	10	8	8	12.5
16	10	8	16	20
16	10	8	32	25
16	10	8	64	22.5
16	10	8	128	31.25
16	10	8	256	43.75
16	10	8	512	45
16	10	8	1024	55
16	10	16	8	12.5
16	10	16	16	37.5
16	10	16	32	30
16	10	16	64	61.25
16	10	16	128	71.25
16	10	16	256	51.25
16	10	16	512	12.5
16	10	16	1024	95
16	10	32	8	25
16	10	32	16	46.25
16	10	32	32	12.5
16	10	32	64	85
16	10	32	128	52.5
16	10	32	256	27.5
16	10	32	512	12.5
16	10	32	1024	75
16	10	64	8	12.5
16	10	64	16	35
16	10	64	32	97.5
16	10	64	64	90
16	10	64	128	96.25
16	10	64	256	12.5
16	10	64	512	96.25
16	10	64	1024	100
16	15	2	8	12.5
16	15	2	16	12.5
16	15	2	32	12.5
16	15	2	64	17.5
16	15	2	128	5
16	15	2	256	15
16	15	2	512	12.5
16	15	2	1024	12.5
16	15	4	8	12.5
16	15	4	16	12.5
16	15	4	32	25
16	15	4	64	25
16	15	4	128	46.25
16	15	4	256	27.5
16	15	4	512	25
16	15	4	1024	35
16	15	8	8	25
16	15	8	16	15
16	15	8	32	6.25
16	15	8	64	50
16	15	8	128	30
16	15	8	256	27.5
16	15	8	512	70
16	15	8	1024	12.5
16	15	16	8	12.5
16	15	16	16	28.75
16	15	16	32	12.5
16	15	16	64	52.5
16	15	16	128	60
16	15	16	256	60
16	15	16	512	12.5
16	15	16	1024	71.25
16	15	32	8	12.5
16	15	32	16	32.5
16	15	32	32	75
16	15	32	64	52.5
16	15	32	128	100
16	15	32	256	100
16	15	32	512	98.75
16	15	32	1024	12.5
16	15	64	8	18.75
16	15	64	16	33.75
16	15	64	32	75
16	15	64	64	98.75
16	15	64	128	98.75
16	15	64	256	12.5
16	15	64	512	100
16	15	64	1024	100
16	20	2	8	0
16	20	2	16	12.5
16	20	2	32	12.5
16	20	2	64	38.75
16	20	2	128	12.5
16	20	2	256	12.5
16	20	2	512	13.75
16	20	2	1024	12.5
16	20	4	8	20
16	20	4	16	25
16	20	4	32	36.25
16	20	4	64	40
16	20	4	128	18.75
16	20	4	256	13.75
16	20	4	512	48.75
16	20	4	1024	22.5
16	20	8	8	25
16	20	8	16	21.25
16	20	8	32	65
16	20	8	64	35
16	20	8	128	65
16	20	8	256	30
16	20	8	512	33.75
16	20	8	1024	27.5
16	20	16	8	28.75
16	20	16	16	26.25
16	20	16	32	71.25
16	20	16	64	81.25
16	20	16	128	83.75
16	20	16	256	86.25
16	20	16	512	81.25
16	20	16	1024	80
16	20	32	8	31.25
16	20	32	16	36.25
16	20	32	32	81.25
16	20	32	64	97.5
16	20	32	128	100
16	20	32	256	76.25
16	20	32	512	97.5
16	20	32	1024	97.5
16	20	64	8	12.5
16	20	64	16	27.5
16	20	64	32	95
16	20	64	64	100
16	20	64	128	100
16	20	64	256	100
16	20	64	512	100
16	20	64	1024	98.75
16	25	2	8	12.5
16	25	2	16	21.25
16	25	2	32	12.5
16	25	2	64	12.5
16	25	2	128	18.75
16	25	2	256	12.5
16	25	2	512	20
16	25	2	1024	12.5
16	25	4	8	12.5
16	25	4	16	23.75
16	25	4	32	26.25
16	25	4	64	12.5
16	25	4	128	43.75
16	25	4	256	37.5
16	25	4	512	12.5
16	25	4	1024	25
16	25	8	8	25
16	25	8	16	25
16	25	8	32	12.5
16	25	8	64	36.25
16	25	8	128	22.5
16	25	8	256	61.25
16	25	8	512	53.75
16	25	8	1024	56.25
16	25	16	8	12.5
16	25	16	16	37.5
16	25	16	32	71.25
16	25	16	64	12.5
16	25	16	128	100
16	25	16	256	75
16	25	16	512	95
16	25	16	1024	100
16	25	32	8	12.5
16	25	32	16	48.75
16	25	32	32	87.5
16	25	32	64	98.75
16	25	32	128	97.5
16	25	32	256	100
16	25	32	512	12.5
16	25	32	1024	100
16	25	64	8	25
16	25	64	16	46.25
16	25	64	32	96.25
16	25	64	64	100
16	25	64	128	100
16	25	64	256	100
16	25	64	512	12.5
16	25	64	1024	95
16	30	2	8	26.25
16	30	2	16	17.5
16	30	2	32	25
16	30	2	64	12.5
16	30	2	128	12.5
16	30	2	256	28.75
16	30	2	512	12.5
16	30	2	1024	23.75
16	30	4	8	12.5
16	30	4	16	25
16	30	4	32	12.5
16	30	4	64	60
16	30	4	128	27.5
16	30	4	256	26.25
16	30	4	512	43.75
16	30	4	1024	27.5
16	30	8	8	12.5
16	30	8	16	12.5
16	30	8	32	12.5
16	30	8	64	61.25
16	30	8	128	25
16	30	8	256	71.25
16	30	8	512	50
16	30	8	1024	43.75
16	30	16	8	25
16	30	16	16	37.5
16	30	16	32	58.75
16	30	16	64	12.5
16	30	16	128	100
16	30	16	256	100
16	30	16	512	12.5
16	30	16	1024	91.25
16	30	32	8	27.5
16	30	32	16	58.75
16	30	32	32	12.5
16	30	32	64	100
16	30	32	128	100
16	30	32	256	100
16	30	32	512	100
16	30	32	1024	100
16	30	64	8	32.5
16	30	64	16	12.5
16	30	64	32	100
16	30	64	64	100
16	30	64	128	100
16	30	64	256	100
16	30	64	512	100
16	30	64	1024	12.5
16	35	2	8	12.5
16	35	2	16	12.5
16	35	2	32	12.5
16	35	2	64	46.25
16	35	2	128	55
16	35	2	256	25
16	35	2	512	32.5
16	35	2	1024	12.5
16	35	4	8	12.5
16	35	4	16	26.25
16	35	4	32	32.5
16	35	4	64	31.25
16	35	4	128	27.5
16	35	4	256	68.75
16	35	4	512	62.5
16	35	4	1024	53.75
16	35	8	8	25
16	35	8	16	37.5
16	35	8	32	65
16	35	8	64	62.5
16	35	8	128	48.75
16	35	8	256	40
16	35	8	512	95
16	35	8	1024	12.5
16	35	16	8	12.5
16	35	16	16	12.5
16	35	16	32	88.75
16	35	16	64	98.75
16	35	16	128	98.75
16	35	16	256	91.25
16	35	16	512	100
16	35	16	1024	100
16	35	32	8	28.75
16	35	32	16	41.25
16	35	32	32	100
16	35	32	64	100
16	35	32	128	100
16	35	32	256	12.5
16	35	32	512	90
16	35	32	1024	12.5
16	35	64	8	23.75
16	35	64	16	68.75
16	35	64	32	100
16	35	64	64	100
16	35	64	128	100
16	35	64	256	100
16	35	64	512	100
16	35	64	1024	100
16	40	2	8	12.5
16	40	2	16	25
16	40	2	32	25
16	40	2	64	32.5
16	40	2	128	18.75
16	40	2	256	12.5
16	40	2	512	23.75
16	40	2	1024	12.5
16	40	4	8	13.75
16	40	4	16	12.5
16	40	4	32	23.75
16	40	4	64	12.5
16	40	4	128	91.25
16	40	4	256	41.25
16	40	4	512	36.25
16	40	4	1024	12.5
16	40	8	8	25
16	40	8	16	42.5
16	40	8	32	76.25
16	40	8	64	12.5
16	40	8	128	12.5
16	40	8	256	12.5
16	40	8	512	87.5
16	40	8	1024	81.25
16	40	16	8	31.25
16	40	16	16	67.5
16	40	16	32	100
16	40	16	64	12.5
16	40	16	128	98.75
16	40	16	256	100
16	40	16	512	100
16	40	16	1024	100
16	40	32	8	40
16	40	32	16	26.25
16	40	32	32	100
16	40	32	64	100
16	40	32	128	100
16	40	32	256	100
16	40	32	512	100
16	40	32	1024	12.5
16	40	64	8	26.25
16	40	64	16	58.75
16	40	64	32	100
16	40	64	64	97.5
16	40	64	128	100
16	40	64	256	100
16	40	64	512	100
16	40	64	1024	100
16	50	2	8	12.5
16	50	2	16	12.5
16	50	2	32	26.25
16	50	2	64	58.75
16	50	2	128	45
16	50	2	256	33.75
16	50	2	512	25
16	50	2	1024	21.25
16	50	4	8	17.5
16	50	4	16	12.5
16	50	4	32	23.75
16	50	4	64	47.5
16	50	4	128	87.5
16	50	4	256	12.5
16	50	4	512	88.75
16	50	4	1024	51.25
16	50	8	8	40
16	50	8	16	45
16	50	8	32	83.75
16	50	8	64	100
16	50	8	128	98.75
16	50	8	256	92.5
16	50	8	512	100
16	50	8	1024	87.5
16	50	16	8	12.5
16	50	16	16	60
16	50	16	32	100
16	50	16	64	98.75
16	50	16	128	100
16	50	16	256	98.75
16	50	16	512	12.5
16	50	16	1024	100
16	50	32	8	40
16	50	32	16	65
16	50	32	32	12.5
16	50	32	64	100
16	50	32	128	100
16	50	32	256	98.75
16	50	32	512	12.5
16	50	32	1024	100
16	50	64	8	33.75
16	50	64	16	96.25
16	50	64	32	100
16	50	64	64	100
16	50	64	128	100
16	50	64	256	12.5
16	50	64	512	100
16	50	64	1024	100
16	60	2	8	12.5
16	60	2	16	12.5
16	60	2	32	27.5
16	60	2	64	37.5
16	60	2	128	20
16	60	2	256	37.5
16	60	2	512	12.5
16	60	2	1024	12.5
16	60	4	8	12.5
16	60	4	16	27.5
16	60	4	32	73.75
16	60	4	64	68.75
16	60	4	128	97.5
16	60	4	256	36.25
16	60	4	512	95
16	60	4	1024	85
16	60	8	8	40
16	60	8	16	20
16	60	8	32	70
16	60	8	64	98.75
16	60	8	128	100
16	60	8	256	75
16	60	8	512	100
16	60	8	1024	12.5
16	60	16	8	12.5
16	60	16	16	75
16	60	16	32	12.5
16	60	16	64	100
16	60	16	128	100
16	60	16	256	100
16	60	16	512	12.5
16	60	16	1024	100
16	60	32	8	25
16	60	32	16	87.5
16	60	32	32	97.5
16	60	32	64	100
16	60	32	128	100
16	60	32	256	100
16	60	32	512	100
16	60	32	1024	12.5
16	60	64	8	35
16	60	64	16	90
16	60	64	32	100
16	60	64	64	100
16	60	64	128	100
16	60	64	256	12.5
16	60	64	512	100
16	60	64	1024	100
16	100	2	8	36.25
16	100	2	16	12.5
16	100	2	32	25
16	100	2	64	80
16	100	2	128	12.5
16	100	2	256	12.5
16	100	2	512	71.25
16	100	2	1024	12.5
16	100	4	8	27.5
16	100	4	16	55
16	100	4	32	83.75
16	100	4	64	77.5
16	100	4	128	80
16	100	4	256	82.5
16	100	4	512	97.5
16	100	4	1024	100
16	100	8	8	47.5
16	100	8	16	81.25
16	100	8	32	100
16	100	8	64	100
16	100	8	128	100
16	100	8	256	100
16	100	8	512	95
16	100	8	1024	100
16	100	16	8	50
16	100	16	16	88.75
16	100	16	32	100
16	100	16	64	100
16	100	16	128	100
16	100	16	256	100
16	100	16	512	100
16	100	16	1024	100
16	100	32	8	55
16	100	32	16	77.5
16	100	32	32	100
16	100	32	64	100
16	100	32	128	100
16	100	32	256	100
16	100	32	512	100
16	100	32	1024	100
16	100	64	8	40
16	100	64	16	81.25
16	100	64	32	100
16	100	64	64	100
16	100	64	128	100
16	100	64	256	100
16	100	64	512	100
16	100	64	1024	100
Jumlah Batch Size	Jumlah Epoch	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)
32	5	2	8	12.5
32	5	2	16	12.5
32	5	2	32	12.5
32	5	2	64	12.5
32	5	2	128	13.75
32	5	2	256	12.5
32	5	2	512	12.5
32	5	2	1024	12.5
32	5	4	8	12.5
32	5	4	16	16.25
32	5	4	32	5
32	5	4	64	23.75
32	5	4	128	12.5
32	5	4	256	12.5
32	5	4	512	12.5
32	5	4	1024	12.5
32	5	8	8	12.5
32	5	8	16	17.5
32	5	8	32	12.5
32	5	8	64	20
32	5	8	128	33.75
32	5	8	256	12.5
32	5	8	512	43.75
32	5	8	1024	12.5
32	5	16	8	33.75
32	5	16	16	10
32	5	16	32	21.25
32	5	16	64	15
32	5	16	128	38.75
32	5	16	256	12.5
32	5	16	512	13.75
32	5	16	1024	47.5
32	5	32	8	12.5
32	5	32	16	28.75
32	5	32	32	15
32	5	32	64	22.5
32	5	32	128	43.75
32	5	32	256	52.5
32	5	32	512	57.5
32	5	32	1024	18.75
32	5	64	8	25
32	5	64	16	12.5
32	5	64	32	43.75
32	5	64	64	20
32	5	64	128	41.25
32	5	64	256	12.5
32	5	64	512	57.5
32	5	64	1024	12.5
32	10	2	8	12.5
32	10	2	16	11.25
32	10	2	32	12.5
32	10	2	64	12.5
32	10	2	128	13.75
32	10	2	256	12.5
32	10	2	512	20
32	10	2	1024	8.75
32	10	4	8	12.5
32	10	4	16	17.5
32	10	4	32	12.5
32	10	4	64	26.25
32	10	4	128	23.75
32	10	4	256	25
32	10	4	512	26.25
32	10	4	1024	25
32	10	8	8	18.75
32	10	8	16	15
32	10	8	32	37.5
32	10	8	64	12.5
32	10	8	128	12.5
32	10	8	256	43.75
32	10	8	512	8.75
32	10	8	1024	43.75
32	10	16	8	12.5
32	10	16	16	12.5
32	10	16	32	38.75
32	10	16	64	47.5
32	10	16	128	46.25
32	10	16	256	33.75
32	10	16	512	50
32	10	16	1024	91.25
32	10	32	8	12.5
32	10	32	16	26.25
32	10	32	32	57.5
32	10	32	64	38.75
32	10	32	128	12.5
32	10	32	256	46.25
32	10	32	512	65
32	10	32	1024	50
32	10	64	8	23.75
32	10	64	16	38.75
32	10	64	32	48.75
32	10	64	64	25
32	10	64	128	81.25
32	10	64	256	48.75
32	10	64	512	12.5
32	10	64	1024	85
32	15	2	8	12.5
32	15	2	16	13.75
32	15	2	32	15
32	15	2	64	12.5
32	15	2	128	22.5
32	15	2	256	20
32	15	2	512	12.5
32	15	2	1024	12.5
32	15	4	8	12.5
32	15	4	16	12.5
32	15	4	32	17.5
32	15	4	64	23.75
32	15	4	128	26.25
32	15	4	256	21.25
32	15	4	512	12.5
32	15	4	1024	35
32	15	8	8	13.75
32	15	8	16	25
32	15	8	32	12.5
32	15	8	64	12.5
32	15	8	128	30
32	15	8	256	12.5
32	15	8	512	12.5
32	15	8	1024	41.25
32	15	16	8	27.5
32	15	16	16	25
32	15	16	32	36.25
32	15	16	64	56.25
32	15	16	128	61.25
32	15	16	256	30
32	15	16	512	55
32	15	16	1024	12.5
32	15	32	8	12.5
32	15	32	16	12.5
32	15	32	32	27.5
32	15	32	64	70
32	15	32	128	50
32	15	32	256	85
32	15	32	512	63.75
32	15	32	1024	90
32	15	64	8	12.5
32	15	64	16	33.75
32	15	64	32	12.5
32	15	64	64	57.5
32	15	64	128	87.5
32	15	64	256	12.5
32	15	64	512	93.75
32	15	64	1024	98.75
32	20	2	8	12.5
32	20	2	16	12.5
32	20	2	32	25
32	20	2	64	17.5
32	20	2	128	12.5
32	20	2	256	12.5
32	20	2	512	21.25
32	20	2	1024	12.5
32	20	4	8	12.5
32	20	4	16	5
32	20	4	32	12.5
32	20	4	64	12.5
32	20	4	128	13.75
32	20	4	256	12.5
32	20	4	512	21.25
32	20	4	1024	23.75
32	20	8	8	12.5
32	20	8	16	13.75
32	20	8	32	15
32	20	8	64	26.25
32	20	8	128	28.75
32	20	8	256	12.5
32	20	8	512	50
32	20	8	1024	55
32	20	16	8	23.75
32	20	16	16	31.25
32	20	16	32	61.25
32	20	16	64	12.5
32	20	16	128	27.5
32	20	16	256	12.5
32	20	16	512	46.25
32	20	16	1024	12.5
32	20	32	8	26.25
32	20	32	16	37.5
32	20	32	32	46.25
32	20	32	64	95
32	20	32	128	83.75
32	20	32	256	100
32	20	32	512	98.75
32	20	32	1024	100
32	20	64	8	23.75
32	20	64	16	12.5
32	20	64	32	66.25
32	20	64	64	76.25
32	20	64	128	100
32	20	64	256	12.5
32	20	64	512	97.5
32	20	64	1024	73.75
32	25	2	8	12.5
32	25	2	16	12.5
32	25	2	32	11.25
32	25	2	64	12.5
32	25	2	128	35
32	25	2	256	12.5
32	25	2	512	16.25
32	25	2	1024	23.75
32	25	4	8	20
32	25	4	16	1.25
32	25	4	32	25
32	25	4	64	12.5
32	25	4	128	23.75
32	25	4	256	12.5
32	25	4	512	12.5
32	25	4	1024	37.5
32	25	8	8	25
32	25	8	16	27.5
32	25	8	32	58.75
32	25	8	64	50
32	25	8	128	37.5
32	25	8	256	50
32	25	8	512	65
32	25	8	1024	47.5
32	25	16	8	21.25
32	25	16	16	12.5
32	25	16	32	52.5
32	25	16	64	73.75
32	25	16	128	12.5
32	25	16	256	96.25
32	25	16	512	52.5
32	25	16	1024	85
32	25	32	8	33.75
32	25	32	16	37.5
32	25	32	32	43.75
32	25	32	64	12.5
32	25	32	128	12.5
32	25	32	256	87.5
32	25	32	512	82.5
32	25	32	1024	100
32	25	64	8	12.5
32	25	64	16	58.75
32	25	64	32	67.5
32	25	64	64	100
32	25	64	128	100
32	25	64	256	12.5
32	25	64	512	100
32	25	64	1024	12.5
32	30	2	8	17.5
32	30	2	16	12.5
32	30	2	32	12.5
32	30	2	64	23.75
32	30	2	128	12.5
32	30	2	256	37.5
32	30	2	512	36.25
32	30	2	1024	13.75
32	30	4	8	12.5
32	30	4	16	17.5
32	30	4	32	12.5
32	30	4	64	23.75
32	30	4	128	30
32	30	4	256	46.25
32	30	4	512	27.5
32	30	4	1024	27.5
32	30	8	8	12.5
32	30	8	16	22.5
32	30	8	32	33.75
32	30	8	64	62.5
32	30	8	128	82.5
32	30	8	256	73.75
32	30	8	512	56.25
32	30	8	1024	50
32	30	16	8	12.5
32	30	16	16	53.75
32	30	16	32	47.5
32	30	16	64	37.5
32	30	16	128	86.25
32	30	16	256	12.5
32	30	16	512	12.5
32	30	16	1024	71.25
32	30	32	8	28.75
32	30	32	16	40
32	30	32	32	12.5
32	30	32	64	100
32	30	32	128	12.5
32	30	32	256	98.75
32	30	32	512	98.75
32	30	32	1024	20
32	30	64	8	30
32	30	64	16	37.5
32	30	64	32	12.5
32	30	64	64	100
32	30	64	128	100
32	30	64	256	12.5
32	30	64	512	12.5
32	30	64	1024	100
32	35	2	8	12.5
32	35	2	16	12.5
32	35	2	32	13.75
32	35	2	64	33.75
32	35	2	128	25
32	35	2	256	22.5
32	35	2	512	17.5
32	35	2	1024	12.5
32	35	4	8	6.25
32	35	4	16	12.5
32	35	4	32	12.5
32	35	4	64	12.5
32	35	4	128	36.25
32	35	4	256	22.5
32	35	4	512	37.5
32	35	4	1024	28.75
32	35	8	8	17.5
32	35	8	16	21.25
32	35	8	32	35
32	35	8	64	51.25
