Jumlah Epoch	Jumlah Batch Size	Jumlah Neuron pada FC	Jumlah Input pada Flatten	Akurasi (%)						
2	15	32	256	20						
2	15	32	512	12.5						
2	15	32	1024	12.5						
2	20	2	8	12.5						
2	20	2	16	12.5						
2	20	2	32	26.25						
2	20	2	64	12.5						
2	20	2	128	26.25						
2	20	2	256	12.5						
2	20	2	512	57.5						
2	20	2	1024	12.5						
2	20	4	8	12.5						
2	20	4	16	25						
2	20	4	32	45						
2	20	4	64	45						
2	20	4	128	43.75						
2	20	4	256	57.5						
2	20	4	512	58.75						
2	20	4	1024	50						
2	20	8	8	12.5						
2	20	8	16	12.5						
2	20	8	32	12.5						
2	20	8	64	12.5						
2	20	8	128	27.5						
2	20	8	256	37.5						
2	20	8	512	37.5						
2	20	8	1024	12.5						
2	20	16	8	0						
2	20	16	16	12.5						
2	20	16	32	12.5						
2	20	16	64	38.75						
2	20	16	128	12.5						
2	20	16	256	12.5						
2	20	16	512	13.75						
2	20	16	1024	12.5						
2	20	32	8	12.5						
2	20	32	16	12.5						
2	20	32	32	25						
2	20	32	64	17.5						
2	20	32	128	12.5						
2	20	32	256	12.5						
2	20	32	512	21.25						
2	20	32	1024	12.5						
2	25	2	8	12.5						
2	25	2	16	31.25						
2	25	2	32	28.75						
2	25	2	64	51.25						
2	25	2	128	12.5						
2	25	2	256	26.25						
2	25	2	512	77.5						
2	25	2	1024	73.75						
2	25	4	8	12.5						
2	25	4	16	12.5						
2	25	4	32	50						
2	25	4	64	12.5						
2	25	4	128	50						
2	25	4	256	12.5						
2	25	4	512	12.5						
2	25	4	1024	12.5						
2	25	8	8	16.25						
2	25	8	16	12.5						
2	25	8	32	23.75						
2	25	8	64	12.5						
2	25	8	128	12.5						
2	25	8	256	30						
2	25	8	512	12.5						
2	25	8	1024	12.5						
2	25	16	8	12.5						
2	25	16	16	21.25						
2	25	16	32	12.5						
2	25	16	64	12.5						
2	25	16	128	18.75						
2	25	16	256	12.5						
2	25	16	512	20						
2	25	16	1024	12.5						
2	25	32	8	12.5						
2	25	32	16	12.5						
2	25	32	32	11.25						
2	25	32	64	12.5						
2	25	32	128	35						
2	25	32	256	12.5						
2	25	32	512	16.25						
2	25	32	1024	23.75						
2	30	2	8	31.25						
2	30	2	16	12.5						
2	30	2	32	58.75						
2	30	2	64	33.75						
2	30	2	128	53.75						
2	30	2	256	12.5						
2	30	2	512	12.5						
2	30	2	1024	12.5						
2	30	4	8	23.75						
2	30	4	16	12.5						
2	30	4	32	12.5						
2	30	4	64	12.5						
2	30	4	128	12.5						
2	30	4	256	57.5						
2	30	4	512	25						
2	30	4	1024	12.5						
2	30	8	8	15						
2	30	8	16	12.5						
2	30	8	32	38.75						
2	30	8	64	32.5						
2	30	8	128	25						
2	30	8	256	43.75						
2	30	8	512	25						
2	30	8	1024	36.25						
2	30	16	8	26.25						
2	30	16	16	17.5						
2	30	16	32	25						
2	30	16	64	12.5						
2	30	16	128	12.5						
2	30	16	256	28.75						
2	30	16	512	12.5						
2	30	16	1024	23.75						
2	30	32	8	17.5						
2	30	32	16	12.5						
2	30	32	32	12.5						
2	30	32	64	23.75						
2	30	32	128	12.5						
2	30	32	256	37.5						
2	30	32	512	36.25						
2	30	32	1024	13.75						
2	35	2	8	25						
2	35	2	16	28.75						
2	35	2	32	67.5						
2	35	2	64	12.5						
2	35	2	128	28.75						
2	35	2	256	12.5						
2	35	2	512	73.75						
2	35	2	1024	85						
2	35	4	8	12.5						
2	35	4	16	33.75						
2	35	4	32	46.25						
2	35	4	64	26.25						
2	35	4	128	50						
2	35	4	256	58.75						
2	35	4	512	12.5						
2	35	4	1024	73.75						
2	35	8	8	12.5						
2	35	8	16	12.5						
2	35	8	32	12.5						
2	35	8	64	55						
2	35	8	128	25						
2	35	8	256	26.25						
2	35	8	512	12.5						
2	35	8	1024	48.75						
2	35	16	8	12.5						
2	35	16	16	12.5						
2	35	16	32	12.5						
2	35	16	64	46.25						
2	35	16	128	55						
2	35	16	256	25						
2	35	16	512	32.5						
2	35	16	1024	12.5						
2	35	32	8	12.5						
2	35	32	16	12.5						
2	35	32	32	13.75						
2	35	32	64	33.75						
2	35	32	128	25						
2	35	32	256	22.5						
2	35	32	512	17.5						
2	35	32	1024	12.5						
2	40	2	8	45						
2	40	2	16	27.5						
2	40	2	32	12.5						
2	40	2	64	68.75						
2	40	2	128	60						
2	40	2	256	52.5						
2	40	2	512	12.5						
2	40	2	1024	83.75						
2	40	4	8	26.25						
2	40	4	16	12.5						
2	40	4	32	61.25						
2	40	4	64	12.5						
2	40	4	128	27.5						
2	40	4	256	75						
2	40	4	512	26.25						
2	40	4	1024	56.25						
2	40	8	8	12.5						
2	40	8	16	37.5						
2	40	8	32	41.25						
2	40	8	64	46.25						
2	40	8	128	47.5						
2	40	8	256	56.25						
2	40	8	512	12.5						
2	40	8	1024	56.25						
2	40	16	8	12.5						
2	40	16	16	25						
2	40	16	32	25						
2	40	16	64	32.5						
2	40	16	128	18.75						
2	40	16	256	12.5						
2	40	16	512	23.75						
2	40	16	1024	12.5						
2	40	32	8	25						
2	40	32	16	12.5						
2	40	32	32	15						
2	40	32	64	12.5						
2	40	32	128	21.25						
2	40	32	256	12.5						
2	40	32	512	20						
2	40	32	1024	12.5						
2	50	2	8	12.5						
2	50	2	16	62.5						
2	50	2	32	61.25						
2	50	2	64	85						
2	50	2	128	12.5						
2	50	2	256	43.75						
2	50	2	512	12.5						
2	50	2	1024	67.5						
2	50	4	8	12.5						
2	50	4	16	25						
2	50	4	32	80						
2	50	4	64	66.25						
2	50	4	128	85						
2	50	4	256	67.5						
2	50	4	512	28.75						
2	50	4	1024	61.25						
2	50	8	8	12.5						
2	50	8	16	27.5						
2	50	8	32	30						
2	50	8	64	58.75						
2	50	8	128	12.5						
2	50	8	256	67.5						
2	50	8	512	25						
2	50	8	1024	73.75						
2	50	16	8	12.5						
2	50	16	16	12.5						
2	50	16	32	26.25						
2	50	16	64	58.75						
2	50	16	128	45						
2	50	16	256	33.75						
2	50	16	512	25						
2	50	16	1024	21.25						
2	50	32	8	12.5						
2	50	32	16	18.75						
2	50	32	32	12.5						
2	50	32	64	12.5						
2	50	32	128	13.75						
2	50	32	256	23.75						
2	50	32	512	35						
2	50	32	1024	47.5						
2	60	2	8	25						
2	60	2	16	30						
2	60	2	32	45						
2	60	2	64	35						
2	60	2	128	92.5						
2	60	2	256	72.5						
2	60	2	512	71.25						
2	60	2	1024	85						
2	60	4	8	26.25						
2	60	4	16	12.5						
2	60	4	32	45						
2	60	4	64	12.5						
2	60	4	128	63.75						
2	60	4	256	80						
2	60	4	512	33.75						
2	60	4	1024	12.5						
2	60	8	8	12.5						
2	60	8	16	35						
2	60	8	32	48.75						
2	60	8	64	25						
2	60	8	128	51.25						
2	60	8	256	27.5						
2	60	8	512	31.25						
2	60	8	1024	27.5						
2	60	16	8	12.5						
2	60	16	16	12.5						
2	60	16	32	27.5						
2	60	16	64	37.5						
2	60	16	128	20						
2	60	16	256	37.5						
2	60	16	512	12.5						
2	60	16	1024	12.5						
2	60	32	8	12.5						
2	60	32	16	21.25						
2	60	32	32	20						
2	60	32	64	12.5						
2	60	32	128	21.25						
2	60	32	256	30						
2	60	32	512	41.25						
2	60	32	1024	33.75						
2	100	2	8	12.5						
2	100	2	16	12.5						
2	100	2	32	56.25						
2	100	2	64	12.5						
2	100	2	128	45						
2	100	2	256	12.5						
2	100	2	512	90						
2	100	2	1024	12.5						
2	100	4	8	12.5						
2	100	4	16	78.75						
2	100	4	32	71.25						
2	100	4	64	95						
2	100	4	128	70						
2	100	4	256	85						
2	100	4	512	96.25						
2	100	4	1024	86.25						
2	100	8	8	47.5						
2	100	8	16	12.5						
2	100	8	32	12.5						
2	100	8	64	12.5						
2	100	8	128	76.25						
2	100	8	256	96.25						
2	100	8	512	88.75						
2	100	8	1024	12.5						
2	100	16	8	36.25						
2	100	16	16	12.5						
2	100	16	32	25						
2	100	16	64	80						
2	100	16	128	12.5						
2	100	16	256	12.5						
2	100	16	512	71.25						
2	100	16	1024	12.5						
2	100	32	8	25						
2	100	32	16	12.5						
2	100	32	32	47.5						
2	100	32	64	62.5						
2	100	32	128	12.5						
2	100	32	256	12.5						
2	100	32	512	26.25						
2	100	32	1024	25						
Jumlah Neuron pada FC	Jumlah Epoch	Jumlah Batch Size	Jumlah Input pada Flatten	Akurasi (%)
4	5	2	8	12.5
4	5	2	16	33.75
4	5	2	32	12.5
4	5	2	64	25
4	5	2	128	12.5
4	5	2	256	12.5
4	5	2	512	12.5
4	5	2	1024	22.5
4	5	4	8	12.5
4	5	4	16	22.5
4	5	4	32	12.5
4	5	4	64	27.5
4	5	4	128	26.25
4	5	4	256	12.5
4	5	4	512	12.5
4	5	4	1024	26.25
4	5	8	8	12.5
4	5	8	16	13.75
4	5	8	32	13.75
4	5	8	64	31.25
4	5	8	128	12.5
4	5	8	256	37.5
4	5	8	512	25
4	5	8	1024	25
4	5	16	8	1.25
4	5	16	16	12.5
4	5	16	32	3.75
4	5	16	64	12.5
4	5	16	128	21.25
4	5	16	256	25
4	5	16	512	12.5
4	5	16	1024	12.5
4	5	32	8	12.5
4	5	32	16	16.25
4	5	32	32	5
4	5	32	64	23.75
4	5	32	128	12.5
4	5	32	256	12.5
4	5	32	512	12.5
4	5	32	1024	12.5
4	10	2	8	12.5
4	10	2	16	25
4	10	2	32	25
4	10	2	64	48.75
4	10	2	128	71.25
4	10	2	256	85
4	10	2	512	58.75
4	10	2	1024	12.5
4	10	4	8	20
4	10	4	16	28.75
4	10	4	32	38.75
4	10	4	64	47.5
4	10	4	128	30
4	10	4	256	45
4	10	4	512	12.5
4	10	4	1024	26.25
4	10	8	8	12.5
4	10	8	16	12.5
4	10	8	32	25
4	10	8	64	12.5
4	10	8	128	37.5
4	10	8	256	12.5
4	10	8	512	42.5
4	10	8	1024	21.25
4	10	16	8	21.25
4	10	16	16	12.5
4	10	16	32	12.5
4	10	16	64	25
4	10	16	128	22.5
4	10	16	256	12.5
4	10	16	512	35
4	10	16	1024	27.5
4	10	32	8	12.5
4	10	32	16	17.5
4	10	32	32	12.5
4	10	32	64	26.25
4	10	32	128	23.75
4	10	32	256	25
4	10	32	512	26.25
4	10	32	1024	25
4	15	2	8	12.5
4	15	2	16	30
4	15	2	32	81.25
4	15	2	64	75
4	15	2	128	97.5
4	15	2	256	25
4	15	2	512	93.75
4	15	2	1024	86.25
4	15	4	8	11.25
4	15	4	16	23.75
4	15	4	32	42.5
4	15	4	64	12.5
4	15	4	128	53.75
4	15	4	256	12.5
4	15	4	512	66.25
4	15	4	1024	50
4	15	8	8	12.5
4	15	8	16	18.75
4	15	8	32	25
4	15	8	64	12.5
4	15	8	128	12.5
4	15	8	256	12.5
4	15	8	512	60
4	15	8	1024	31.25
4	15	16	8	12.5
4	15	16	16	12.5
4	15	16	32	25
4	15	16	64	25
4	15	16	128	46.25
4	15	16	256	27.5
4	15	16	512	25
4	15	16	1024	35
4	15	32	8	12.5
4	15	32	16	12.5
4	15	32	32	17.5
4	15	32	64	23.75
4	15	32	128	26.25
4	15	32	256	21.25
4	15	32	512	12.5
4	15	32	1024	35
4	20	2	8	21.25
4	20	2	16	45
4	20	2	32	97.5
4	20	2	64	87.5
4	20	2	128	86.25
4	20	2	256	67.5
4	20	2	512	58.75
4	20	2	1024	90
4	20	4	8	25
4	20	4	16	12.5
4	20	4	32	50
4	20	4	64	12.5
4	20	4	128	76.25
4	20	4	256	83.75
4	20	4	512	67.5
4	20	4	1024	97.5
4	20	8	8	12.5
4	20	8	16	5
4	20	8	32	37.5
4	20	8	64	43.75
4	20	8	128	75
4	20	8	256	12.5
4	20	8	512	70
4	20	8	1024	55
4	20	16	8	20
4	20	16	16	25
4	20	16	32	36.25
4	20	16	64	40
4	20	16	128	18.75
4	20	16	256	13.75
4	20	16	512	48.75
4	20	16	1024	22.5
4	20	32	8	12.5
4	20	32	16	5
4	20	32	32	12.5
4	20	32	64	12.5
4	20	32	128	13.75
4	20	32	256	12.5
4	20	32	512	21.25
4	20	32	1024	23.75
4	25	2	8	31.25
4	25	2	16	25
4	25	2	32	12.5
4	25	2	64	77.5
4	25	2	128	98.75
4	25	2	256	25
4	25	2	512	86.25
4	25	2	1024	12.5
4	25	4	8	12.5
4	25	4	16	12.5
4	25	4	32	62.5
4	25	4	64	42.5
4	25	4	128	95
4	25	4	256	25
4	25	4	512	76.25
4	25	4	1024	12.5
4	25	8	8	23.75
4	25	8	16	18.75
4	25	8	32	25
4	25	8	64	62.5
4	25	8	128	51.25
4	25	8	256	73.75
4	25	8	512	27.5
4	25	8	1024	66.25
4	25	16	8	12.5
4	25	16	16	23.75
4	25	16	32	26.25
4	25	16	64	12.5
4	25	16	128	43.75
4	25	16	256	37.5
4	25	16	512	12.5
4	25	16	1024	25
4	25	32	8	20
4	25	32	16	1.25
4	25	32	32	25
4	25	32	64	12.5
4	25	32	128	23.75
4	25	32	256	12.5
4	25	32	512	12.5
4	25	32	1024	37.5
4	30	2	8	12.5
4	30	2	16	73.75
4	30	2	32	72.5
4	30	2	64	12.5
4	30	2	128	97.5
4	30	2	256	12.5
4	30	2	512	93.75
4	30	2	1024	96.25
4	30	4	8	26.25
4	30	4	16	22.5
4	30	4	32	8.75
4	30	4	64	41.25
4	30	4	128	70
4	30	4	256	62.5
4	30	4	512	92.5
4	30	4	1024	12.5
4	30	8	8	25
4	30	8	16	25
4	30	8	32	80
4	30	8	64	62.5
4	30	8	128	86.25
4	30	8	256	77.5
4	30	8	512	72.5
4	30	8	1024	12.5
4	30	16	8	12.5
4	30	16	16	25
4	30	16	32	12.5
4	30	16	64	60
4	30	16	128	27.5
4	30	16	256	26.25
4	30	16	512	43.75
4	30	16	1024	27.5
4	30	32	8	12.5
4	30	32	16	17.5
4	30	32	32	12.5
4	30	32	64	23.75
4	30	32	128	30
4	30	32	256	46.25
4	30	32	512	27.5
4	30	32	1024	27.5
4	35	2	8	45
4	35	2	16	12.5
4	35	2	32	88.75
4	35	2	64	12.5
4	35	2	128	93.75
4	35	2	256	100
4	35	2	512	95
4	35	2	1024	91.25
4	35	4	8	25
4	35	4	16	12.5
4	35	4	32	86.25
4	35	4	64	12.5
4	35	4	128	96.25
4	35	4	256	52.5
4	35	4	512	86.25
4	35	4	1024	86.25
4	35	8	8	35
4	35	8	16	32.5
4	35	8	32	72.5
4	35	8	64	12.5
4	35	8	128	97.5
4	35	8	256	78.75
4	35	8	512	98.75
4	35	8	1024	12.5
4	35	16	8	12.5
4	35	16	16	26.25
4	35	16	32	32.5
4	35	16	64	31.25
4	35	16	128	27.5
4	35	16	256	68.75
4	35	16	512	62.5
4	35	16	1024	53.75
4	35	32	8	6.25
4	35	32	16	12.5
4	35	32	32	12.5
4	35	32	64	12.5
4	35	32	128	36.25
4	35	32	256	22.5
4	35	32	512	37.5
4	35	32	1024	28.75
4	40	2	8	41.25
4	40	2	16	47.5
4	40	2	32	12.5
4	40	2	64	98.75
4	40	2	128	12.5
4	40	2	256	12.5
4	40	2	512	87.5
4	40	2	1024	28.75
4	40	4	8	12.5
4	40	4	16	80
4	40	4	32	97.5
4	40	4	64	100
4	40	4	128	98.75
4	40	4	256	12.5
4	40	4	512	100
4	40	4	1024	97.5
4	40	8	8	31.25
4	40	8	16	22.5
4	40	8	32	92.5
4	40	8	64	87.5
4	40	8	128	12.5
4	40	8	256	95
4	40	8	512	61.25
4	40	8	1024	75
4	40	16	8	13.75
4	40	16	16	12.5
4	40	16	32	23.75
4	40	16	64	12.5
4	40	16	128	91.25
4	40	16	256	41.25
4	40	16	512	36.25
4	40	16	1024	12.5
4	40	32	8	12.5
4	40	32	16	21.25
4	40	32	32	25
4	40	32	64	23.75
4	40	32	128	32.5
4	40	32	256	12.5
4	40	32	512	12.5
4	40	32	1024	12.5
4	50	2	8	12.5
4	50	2	16	86.25
4	50	2	32	87.5
4	50	2	64	98.75
4	50	2	128	100
4	50	2	256	100
4	50	2	512	100
4	50	2	1024	12.5
4	50	4	8	33.75
4	50	4	16	56.25
4	50	4	32	92.5
4	50	4	64	97.5
4	50	4	128	93.75
4	50	4	256	98.75
4	50	4	512	68.75
4	50	4	1024	70
4	50	8	8	12.5
4	50	8	16	12.5
4	50	8	32	83.75
4	50	8	64	92.5
4	50	8	128	76.25
4	50	8	256	12.5
4	50	8	512	93.75
4	50	8	1024	88.75
4	50	16	8	17.5
4	50	16	16	12.5
4	50	16	32	23.75
4	50	16	64	47.5
4	50	16	128	87.5
4	50	16	256	12.5
4	50	16	512	88.75
4	50	16	1024	51.25
4	50	32	8	11.25
4	50	32	16	18.75
4	50	32	32	12.5
4	50	32	64	41.25
4	50	32	128	46.25
4	50	32	256	25
4	50	32	512	47.5
4	50	32	1024	17.5
4	60	2	8	12.5
4	60	2	16	50
4	60	2	32	100
4	60	2	64	97.5
4	60	2	128	98.75
4	60	2	256	42.5
4	60	2	512	100
4	60	2	1024	93.75
4	60	4	8	40
4	60	4	16	67.5
4	60	4	32	100
4	60	4	64	12.5
4	60	4	128	100
4	60	4	256	12.5
4	60	4	512	100
4	60	4	1024	80
4	60	8	8	26.25
4	60	8	16	35
4	60	8	32	100
4	60	8	64	12.5
4	60	8	128	12.5
4	60	8	256	12.5
4	60	8	512	100
4	60	8	1024	91.25
4	60	16	8	12.5
4	60	16	16	27.5
4	60	16	32	73.75
4	60	16	64	68.75
4	60	16	128	97.5
4	60	16	256	36.25
4	60	16	512	95
4	60	16	1024	85
4	60	32	8	13.75
4	60	32	16	12.5
4	60	32	32	45
4	60	32	64	72.5
4	60	32	128	25
4	60	32	256	58.75
4	60	32	512	12.5
4	60	32	1024	66.25
4	100	2	8	41.25
4	100	2	16	92.5
4	100	2	32	100
4	100	2	64	100
4	100	2	128	100
4	100	2	256	92.5
4	100	2	512	82.5
4	100	2	1024	98.75
4	100	4	8	47.5
4	100	4	16	12.5
4	100	4	32	97.5
4	100	4	64	12.5
4	100	4	128	98.75
4	100	4	256	100
4	100	4	512	100
4	100	4	1024	100
4	100	8	8	12.5
4	100	8	16	81.25
4	100	8	32	100
4	100	8	64	98.75
4	100	8	128	98.75
4	100	8	256	12.5
4	100	8	512	100
4	100	8	1024	100
4	100	16	8	27.5
4	100	16	16	55
4	100	16	32	83.75
4	100	16	64	77.5
4	100	16	128	80
4	100	16	256	82.5
4	100	16	512	97.5
4	100	16	1024	100
4	100	32	8	12.5
4	100	32	16	31.25
4	100	32	32	12.5
4	100	32	64	12.5
4	100	32	128	42.5
4	100	32	256	95
4	100	32	512	91.25
4	100	32	1024	22.5
Jumlah Neuron pada FC	Jumlah Epoch	Jumlah Batch Size	Jumlah Input pada Flatten	Akurasi (%)
8	5	2	8	12.5
8	5	2	16	22.5
8	5	2	32	43.75
8	5	2	64	53.75
8	5	2	128	51.25
8	5	2	256	12.5
8	5	2	512	12.5
8	5	2	1024	12.5
8	5	4	8	12.5
8	5	4	16	12.5
8	5	4	32	31.25
8	5	4	64	12.5
8	5	4	128	22.5
8	5	4	256	48.75
8	5	4	512	33.75
8	5	4	1024	12.5
8	5	8	8	12.5
8	5	8	16	23.75
8	5	8	32	17.5
8	5	8	64	12.5
8	5	8	128	40
8	5	8	256	40
8	5	8	512	36.25
8	5	8	1024	12.5
8	5	16	8	23.75
8	5	16	16	17.5
8	5	16	32	18.75
8	5	16	64	12.5
8	5	16	128	12.5
8	5	16	256	12.5
8	5	16	512	37.5
8	5	16	1024	23.75
8	5	32	8	12.5
8	5	32	16	17.5
8	5	32	32	12.5
8	5	32	64	20
8	5	32	128	33.75
8	5	32	256	12.5
8	5	32	512	43.75
8	5	32	1024	12.5
8	10	2	8	25
8	10	2	16	30
8	10	2	32	67.5
8	10	2	64	100
8	10	2	128	100
8	10	2	256	100
8	10	2	512	91.25
8	10	2	1024	12.5
8	10	4	8	13.75
8	10	4	16	35
8	10	4	32	12.5
8	10	4	64	75
8	10	4	128	61.25
8	10	4	256	12.5
8	10	4	512	71.25
8	10	4	1024	62.5
8	10	8	8	12.5
8	10	8	16	12.5
8	10	8	32	48.75
8	10	8	64	52.5
8	10	8	128	12.5
8	10	8	256	70
8	10	8	512	38.75
8	10	8	1024	35
8	10	16	8	12.5
8	10	16	16	20
8	10	16	32	25
8	10	16	64	22.5
8	10	16	128	31.25
8	10	16	256	43.75
8	10	16	512	45
8	10	16	1024	55
8	10	32	8	18.75
8	10	32	16	15
8	10	32	32	37.5
8	10	32	64	12.5
8	10	32	128	12.5
8	10	32	256	43.75
8	10	32	512	8.75
8	10	32	1024	43.75
8	15	2	8	25
8	15	2	16	47.5
8	15	2	32	98.75
8	15	2	64	100
8	15	2	128	100
8	15	2	256	97.5
8	15	2	512	12.5
8	15	2	1024	100
8	15	4	8	36.25
8	15	4	16	47.5
8	15	4	32	98.75
8	15	4	64	25
8	15	4	128	12.5
8	15	4	256	100
8	15	4	512	12.5
8	15	4	1024	76.25
8	15	8	8	12.5
8	15	8	16	30
8	15	8	32	12.5
8	15	8	64	66.25
8	15	8	128	12.5
8	15	8	256	42.5
8	15	8	512	57.5
8	15	8	1024	66.25
8	15	16	8	25
8	15	16	16	15
8	15	16	32	6.25
8	15	16	64	50
8	15	16	128	30
8	15	16	256	27.5
8	15	16	512	70
8	15	16	1024	12.5
8	15	32	8	13.75
8	15	32	16	25
8	15	32	32	12.5
8	15	32	64	12.5
8	15	32	128	30
8	15	32	256	12.5
8	15	32	512	12.5
8	15	32	1024	41.25
8	20	2	8	33.75
8	20	2	16	12.5
8	20	2	32	98.75
8	20	2	64	12.5
8	20	2	128	100
8	20	2	256	100
8	20	2	512	100
8	20	2	1024	100
8	20	4	8	12.5
8	20	4	16	23.75
8	20	4	32	12.5
8	20	4	64	100
8	20	4	128	97.5
8	20	4	256	100
8	20	4	512	12.5
8	20	4	1024	96.25
8	20	8	8	31.25
8	20	8	16	12.5
8	20	8	32	56.25
8	20	8	64	91.25
8	20	8	128	12.5
8	20	8	256	12.5
8	20	8	512	91.25
8	20	8	1024	100
8	20	16	8	25
8	20	16	16	21.25
8	20	16	32	65
8	20	16	64	35
8	20	16	128	65
8	20	16	256	30
8	20	16	512	33.75
8	20	16	1024	27.5
8	20	32	8	12.5
8	20	32	16	13.75
8	20	32	32	15
8	20	32	64	26.25
8	20	32	128	28.75
8	20	32	256	12.5
8	20	32	512	50
8	20	32	1024	55
8	25	2	8	37.5
8	25	2	16	93.75
8	25	2	32	100
8	25	2	64	100
8	25	2	128	100
8	25	2	256	100
8	25	2	512	100
8	25	2	1024	100
8	25	4	8	23.75
8	25	4	16	58.75
8	25	4	32	95
8	25	4	64	100
8	25	4	128	12.5
8	25	4	256	100
8	25	4	512	100
8	25	4	1024	12.5
8	25	8	8	21.25
8	25	8	16	31.25
8	25	8	32	87.5
8	25	8	64	12.5
8	25	8	128	12.5
8	25	8	256	100
8	25	8	512	28.75
8	25	8	1024	98.75
8	25	16	8	25
8	25	16	16	25
8	25	16	32	12.5
8	25	16	64	36.25
8	25	16	128	22.5
8	25	16	256	61.25
8	25	16	512	53.75
8	25	16	1024	56.25
8	25	32	8	25
8	25	32	16	27.5
8	25	32	32	58.75
8	25	32	64	50
8	25	32	128	37.5
8	25	32	256	50
8	25	32	512	65
8	25	32	1024	47.5
8	30	2	8	12.5
8	30	2	16	92.5
8	30	2	32	100
8	30	2	64	100
8	30	2	128	100
8	30	2	256	100
8	30	2	512	100
8	30	2	1024	100
8	30	4	8	12.5
8	30	4	16	73.75
8	30	4	32	12.5
8	30	4	64	100
8	30	4	128	100
8	30	4	256	100
8	30	4	512	100
8	30	4	1024	100
8	30	8	8	36.25
8	30	8	16	35
8	30	8	32	100
8	30	8	64	85
8	30	8	128	100
8	30	8	256	100
8	30	8	512	12.5
8	30	8	1024	100
8	30	16	8	12.5
8	30	16	16	12.5
8	30	16	32	12.5
8	30	16	64	61.25
8	30	16	128	25
8	30	16	256	71.25
8	30	16	512	50
8	30	16	1024	43.75
8	30	32	8	12.5
8	30	32	16	22.5
8	30	32	32	33.75
8	30	32	64	62.5
8	30	32	128	82.5
8	30	32	256	73.75
8	30	32	512	56.25
8	30	32	1024	50
8	35	2	8	12.5
8	35	2	16	88.75
8	35	2	32	97.5
8	35	2	64	100
8	35	2	128	100
8	35	2	256	78.75
8	35	2	512	100
8	35	2	1024	100
8	35	4	8	32.5
8	35	4	16	71.25
8	35	4	32	100
8	35	4	64	100
8	35	4	128	100
8	35	4	256	100
8	35	4	512	100
8	35	4	1024	97.5
8	35	8	8	13.75
8	35	8	16	37.5
8	35	8	32	100
8	35	8	64	100
8	35	8	128	98.75
8	35	8	256	91.25
8	35	8	512	100
8	35	8	1024	100
8	35	16	8	25
8	35	16	16	37.5
8	35	16	32	65
8	35	16	64	62.5
8	35	16	128	48.75
8	35	16	256	40
8	35	16	512	95
8	35	16	1024	12.5
8	35	32	8	17.5
8	35	32	16	21.25
8	35	32	32	35
8	35	32	64	51.25
8	35	32	128	76.25
8	35	32	256	37.5
8	35	32	512	21.25
8	35	32	1024	43.75
8	40	2	8	43.75
8	40	2	16	83.75
8	40	2	32	100
8	40	2	64	100
8	40	2	128	100
8	40	2	256	12.5
8	40	2	512	12.5
8	40	2	1024	12.5
8	40	4	8	12.5
8	40	4	16	65
8	40	4	32	100
8	40	4	64	12.5
8	40	4	128	67.5
8	40	4	256	100
8	40	4	512	93.75
8	40	4	1024	12.5
8	40	8	8	12.5
8	40	8	16	46.25
8	40	8	32	98.75
8	40	8	64	58.75
8	40	8	128	98.75
8	40	8	256	98.75
8	40	8	512	100
8	40	8	1024	12.5
8	40	16	8	25
8	40	16	16	42.5
8	40	16	32	76.25
8	40	16	64	12.5
8	40	16	128	12.5
8	40	16	256	12.5
8	40	16	512	87.5
8	40	16	1024	81.25
8	40	32	8	25
8	40	32	16	27.5
8	40	32	32	35
8	40	32	64	37.5
8	40	32	128	38.75
8	40	32	256	62.5
8	40	32	512	85
8	40	32	1024	12.5
8	50	2	8	56.25
8	50	2	16	85
8	50	2	32	100
8	50	2	64	100
8	50	2	128	100
8	50	2	256	100
8	50	2	512	100
8	50	2	1024	12.5
8	50	4	8	40
8	50	4	16	83.75
8	50	4	32	12.5
8	50	4	64	100
8	50	4	128	100
8	50	4	256	12.5
8	50	4	512	100
8	50	4	1024	100
8	50	8	8	12.5
8	50	8	16	12.5
8	50	8	32	100
8	50	8	64	100
8	50	8	128	12.5
8	50	8	256	100
8	50	8	512	100
8	50	8	1024	100
8	50	16	8	40
8	50	16	16	45
8	50	16	32	83.75
8	50	16	64	100
8	50	16	128	98.75
8	50	16	256	92.5
8	50	16	512	100
8	50	16	1024	87.5
8	50	32	8	36.25
8	50	32	16	30
8	50	32	32	50
8	50	32	64	12.5
8	50	32	128	12.5
8	50	32	256	82.5
8	50	32	512	56.25
8	50	32	1024	85
8	60	2	8	58.75
8	60	2	16	87.5
8	60	2	32	100
8	60	2	64	100
8	60	2	128	100
8	60	2	256	100
8	60	2	512	12.5
8	60	2	1024	100
8	60	4	8	46.25
8	60	4	16	91.25
8	60	4	32	100
8	60	4	64	98.75
8	60	4	128	12.5
8	60	4	256	100
8	60	4	512	12.5
8	60	4	1024	100
8	60	8	8	33.75
8	60	8	16	82.5
8	60	8	32	12.5
8	60	8	64	100
8	60	8	128	12.5
8	60	8	256	100
8	60	8	512	100
8	60	8	1024	100
8	60	16	8	40
8	60	16	16	20
8	60	16	32	70
8	60	16	64	98.75
8	60	16	128	100
8	60	16	256	75
8	60	16	512	100
8	60	16	1024	12.5
8	60	32	8	30
8	60	32	16	30
8	60	32	32	12.5
8	60	32	64	12.5
8	60	32	128	100
8	60	32	256	12.5
8	60	32	512	12.5
8	60	32	1024	100
8	100	2	8	55
8	100	2	16	12.5
8	100	2	32	100
